"Guid","AccountId","Application__c","Case_Checkbox__c","Comments","ContactId","Description","IsEscalated","ParentId","Priority","Reason","Status","Subject","SuppliedCompany","SuppliedName","SuppliedPhone","Type","TypeDetail__c"
83a4accb-e9ba-4ad4-a10f-34754f2d8a65,5346f59f-31de-4251-b8bf-8e8ef12d3ba5,"#N/A",false,"#N/A",f698f6a9-8127-4e83-a678-2ba0f7c9cf98,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
83e644ac-ce11-4e79-bc61-24240766211b,6898164b-aa4a-41f0-9053-a853732b8224,"#N/A",false,"#N/A",3867dadc-e5ed-43c4-b664-eb3015a35058,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Rejected,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
840dd80e-c43e-4114-af9f-9ea5ad1c89e9,a114c42d-6ea2-4ea1-a4e7-38881919595c,"#N/A",false,"#N/A",4e13b6d3-3ba1-468a-9447-307e4d9bf5fa,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
845af4c3-b737-489e-8ee5-dcb054757620,ce8bc2d0-b646-433f-8ea3-711a55cfa57f,"#N/A",false,"#N/A",823ead84-985c-4868-883e-a12773ce9d5e,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8479e9d2-367e-489c-bc6d-d3465552609e,0b7d7759-4eb3-40bf-a14b-187b426dfde9,"#N/A",false,"#N/A",a9f4fd5b-8fcc-4213-afdf-d215eee9978a,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
84a0e05f-34a6-44bb-819d-f36b4c5b0f53,a6cd4c93-1ecd-42b8-9e58-c0e36c33c120,"#N/A",false,"#N/A",7ba47d32-5231-48b4-b5d7-1a069a06afcf,EMEA Case,false,"#N/A",Medium,Complex functionality,Closed,Customization Help,"#N/A","#N/A","#N/A",Question,"#N/A"
8500a2a4-f706-4e68-b348-629999a18ac7,54db439c-e844-45a3-83bb-be54740ea9e1,"#N/A",false,"#N/A",6ae81ca6-4fc2-4216-bd49-60e5940b394b,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
85cebf6a-6c5c-4554-9bd0-661b968256e6,6bdb41de-9f1d-4207-ba4a-b6f70d0f5ef9,"#N/A",false,"#N/A",1c78e5dc-2dba-43d0-a82f-5c73deaed356,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Rejected,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
860111d4-fb17-41df-bb74-ac4ac0d02bcf,1fec62f4-b882-49b5-b174-4c714659b1f4,"#N/A",false,"#N/A",40096cb6-5f43-4863-9bdd-7ba0e87531a9,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8630d18a-089e-4549-b5d5-3cfd325ded42,8599b326-90dc-46e5-a667-d916e8c20c28,"#N/A",false,"#N/A",3e329ea2-c3bf-4133-aa70-1f9fa489f92f,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
864300e3-5932-4a8d-85f3-a1e8b0ff239c,61d91b5b-68cc-4a16-9d73-6036cb467cfe,"#N/A",false,"#N/A",2095fc67-cee6-427f-9f12-9de8576f0d3c,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8689cd8d-1c51-40c6-9fe5-f1f30e0f90f4,b1fce8b2-b372-4d6a-9f1b-81caf29c80cf,"#N/A",false,"#N/A",14149695-0880-41c1-8be6-062684ebd241,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
868be7a6-32f2-4bdc-8a94-77c0aeaaf581,0b7d7759-4eb3-40bf-a14b-187b426dfde9,"#N/A",false,"#N/A",0666b1b5-a7a9-44a3-9700-a2c040bd31c2,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
86b2f69b-fa60-41b3-83b4-795c942ddecc,6ef21b20-02d7-4b94-809c-ecc3a7b9972f,"#N/A",false,"#N/A",6506c28d-f11c-4d66-bad8-a22dcea5e89f,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
86d5702b-1f9d-417d-bc8e-b696fe97a38e,b57e6cfb-9033-433b-8984-1fcd165516ac,"#N/A",false,"#N/A",9e7d6895-4f1b-46d3-a811-9b8180bc80b8,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Approved,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8707218f-caa5-4952-9973-4cb25283c4ae,11135c7f-cc58-4d45-bb45-45aa3244c4c7,"#N/A",false,"#N/A",4d3b2c58-6c1f-4753-aacb-375c043ea176,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8730ea85-ad93-4668-807e-8853a2cb85ea,aa2d6342-d459-4c8f-8dcd-2a3caf4d9b0e,"#N/A",false,"#N/A",2367e266-d7ab-43bf-80e2-a8f1451aafef,EMEA Case,false,"#N/A",Medium,User didn't attend training,New,Some fields from report not populating,"#N/A","#N/A","#N/A",Problem,"#N/A"
873405dc-15eb-453e-b610-ea0b3c5f00d5,5346f59f-31de-4251-b8bf-8e8ef12d3ba5,"#N/A",false,"#N/A",657cb7c2-4ed0-4790-b525-2de54d427d48,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,On Hold,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
875f218c-09b4-4c28-af3f-6371c0900d47,1ec93c6c-5a9b-46bd-a126-479b0e2f4d08,"#N/A",false,"#N/A",ec3eb9d8-3929-441a-8f80-be671aa3e887,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
87b27711-bc26-4510-8561-f10efb83e0d9,1ec93c6c-5a9b-46bd-a126-479b0e2f4d08,"#N/A",false,"#N/A",d405ef7b-1c8f-4bd7-825b-140a88aedeac,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Escalated,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
87d2440b-83ec-4e27-8ce6-901bab5fcb0b,2d994419-a739-4343-9d7f-e41b9d8bcae5,"#N/A",false,"#N/A",4f64a120-1046-42c8-8801-72abcd5f4cdc,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Closed,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
880991a3-7b9e-49c4-91ba-d0ea920e919c,b19d0c1a-23f3-42d9-b4eb-d0d6890b7e59,"#N/A",false,"#N/A",d204eaa4-a676-474b-8072-2b012ab01996,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,On Hold,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
882ab6ef-42c0-4a20-9a67-444c5dd9335f,275db0a9-664e-4eb8-a497-7fced1d9fadb,"#N/A",false,"#N/A",1adb18e3-f28f-40d7-be68-08ca7bf71c00,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8835d59a-3fec-4621-ae4b-28e81b0d9222,2b2eb896-411b-4481-bd30-98f28038ff6f,"#N/A",false,"#N/A",a58a409b-970a-492d-ab20-28c68fb9322e,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
883dcc13-e2f0-4001-8dd6-fccdd2327b75,aa2d6342-d459-4c8f-8dcd-2a3caf4d9b0e,"#N/A",false,"#N/A",0e49ebe8-378c-49ae-be2a-fc5ba56dc7fd,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
88a46535-4710-4aea-8441-28d014995ddf,"#N/A",Sales Cloud,false,"#N/A","#N/A",Can't close the Opportunity because the Quarter Date in Custom Setting is incorrect.,false,"#N/A",Medium,"#N/A",Approved,Validation Error on Opportunity,"#N/A","#N/A","#N/A",Change Request,Data
88cb0ce9-a6c0-43e9-8fee-2ee8cc79bc54,11b17aa3-33f2-438c-805f-7698cc2e754a,"#N/A",false,"#N/A",9b50060e-a68a-461f-82f7-aa6feffcf967,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
88d95e07-2059-4655-a3f6-2e87228ef0a1,43fb45aa-2028-471c-b740-2efe5da90a3c,"#N/A",false,"#N/A",212e8b19-9ba5-41dd-851d-52c8ce65c2bb,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,New,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
891ee782-8413-4450-ab95-244a999808d9,2b2eb896-411b-4481-bd30-98f28038ff6f,"#N/A",false,"#N/A",50b0936d-bf2c-4ed2-ba61-524c56e7a864,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Pending Approval,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
892095f4-aa30-4842-a941-b43ed8872205,56acb614-01d1-4cb2-8997-b969585be12a,"#N/A",false,"#N/A",156e69a2-38ec-4aae-a150-69463bf99c42,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8931b2e0-c90a-4c1d-8adc-5435b9f30401,8090a28b-af09-4438-8f23-72cf82636ebf,"#N/A",false,"#N/A",42718ea6-fbf4-46cc-9292-b6d9542d60fe,Prefers Direct Phone Outreach,false,"#N/A",Medium,New problem,Escalated,Faulty widget,"#N/A","#N/A","#N/A",Problem,"#N/A"
898b2bd7-8d43-449e-924d-e89799ac299b,58efd287-dcb5-4f81-a36c-a6cba938dbe7,"#N/A",false,"#N/A",598f72f5-7eea-431d-a951-6eaade39317a,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
898d4d43-0add-4a51-950e-9a36f6c1573a,693c3e37-5bc6-44c4-a96e-afc43266fbca,"#N/A",false,"#N/A",c5616e87-c025-4176-b93d-de772365182d,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8a0747bd-3110-4c24-8f83-0577aa7940a4,ca8274ca-d306-4397-b5e4-7cfb4d7c2fc0,"#N/A",false,"#N/A",0578e086-e95f-4825-b4a9-dda2e0a53363,"#N/A",false,"#N/A",Medium,"#N/A",Approved,2018 Product Review,"#N/A","#N/A","#N/A",Question,"#N/A"
8a0cb134-adc3-47e3-b024-5dade42476ce,5f173d3f-a282-4402-8e37-306577c2418f,"#N/A",false,"#N/A",0f8662de-91dd-4076-9091-43e20d82d92c,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Escalated,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8a4bdfa8-4b0e-43d5-b234-f615060a3d26,71e4cbe7-b6af-4dd1-9dc7-eef3204a0846,"#N/A",false,"#N/A",362aab2d-20e8-4030-a811-77f322184065,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8a72f723-43a1-4d7e-9471-7ddb81fc95f1,11b17aa3-33f2-438c-805f-7698cc2e754a,"#N/A",false,"#N/A",f5305d8d-439b-45a2-9f3e-701557d1d1fb,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8a88b3f3-ab8d-4dd3-8c1d-ef8dd535788b,b2176b9e-ff4e-4ea9-8458-01817a3296f9,"#N/A",false,"#N/A",74f6002b-0a4a-469c-8162-a16fc3da45aa,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Closed,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8ab51fed-2533-4fe7-940c-4d13ef8b93e1,fe271183-0f8c-4d54-a0be-46d539c0442c,"#N/A",false,"#N/A",1796689a-980d-46e8-9d46-ca76b9ba145f,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,On Hold,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8abf5669-2af7-4a75-973a-a9035c858840,de6ee9db-87da-42bb-ba8d-6086945aa100,"#N/A",false,"#N/A",f9f49e81-f158-480a-9620-5e4257ce58a7,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,On Hold,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8b1604b6-5357-4480-af61-93003822a481,fe271183-0f8c-4d54-a0be-46d539c0442c,"#N/A",false,"#N/A",bba9b2d4-1729-4a0c-be57-c0ffffe2f6f2,Last statement question.,false,"#N/A",Medium,"#N/A",Pending Approval,Question about my last statement,"#N/A","#N/A","#N/A","#N/A","#N/A"
8b25ab09-150f-409f-990d-a30cd683d82c,ca8274ca-d306-4397-b5e4-7cfb4d7c2fc0,"#N/A",false,"#N/A",7cc8aae3-5eb7-44bb-9d23-ce38e77b279d,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8b390717-5375-4beb-a5e3-00435dbefc0f,877e70fd-5ad4-4a16-80df-10b4f839691d,"#N/A",false,"#N/A",ed9b8790-ba23-4a40-85b4-ff69b1f6fee6,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,New,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8b58609e-30e3-4524-9d4f-f2621c85747f,bf628e49-41f3-4ce8-a940-7f2fa1a9007a,"#N/A",false,"#N/A",a52c7448-1d96-4a68-a883-2ca7d636d08d,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Closed,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8bb1e20f-53fa-416a-9c90-e07c3aeae257,75223672-eca6-4901-affb-b9e0802b8b02,"#N/A",false,"#N/A",a1bba213-7f0e-42ae-9bd2-d402c9df5abe,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8bb34f0b-9ee3-48b5-8a7f-ca397e21a15d,b2176b9e-ff4e-4ea9-8458-01817a3296f9,"#N/A",false,"#N/A",65ba6764-3e18-4e20-bc50-9f4b68dd095d,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8bc1a327-372c-47a3-bf6f-034024a05445,a114c42d-6ea2-4ea1-a4e7-38881919595c,"#N/A",false,"#N/A",437922e3-d79c-4db9-a830-c9f492d8bfd9,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Rejected,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8be74df6-6404-463b-ace3-9234bd0113b9,b2176b9e-ff4e-4ea9-8458-01817a3296f9,"#N/A",false,"#N/A",31b50b48-bd20-40aa-8702-ab78c997412c,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8bea4a48-ef34-46b9-abbb-e3bc64cc8462,b1fce8b2-b372-4d6a-9f1b-81caf29c80cf,"#N/A",false,"#N/A",3d68226d-b385-45ca-a994-611f58ff3996,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8c0a7868-ed14-4951-bec3-7a1dad2878ca,9a3fd42c-49f5-4db4-948f-5048657614c0,"#N/A",false,"#N/A",d446b7cc-7334-4056-94ca-475392d05de8,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,On Hold,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8c0c7cdb-c61b-40fd-985b-d8572c4d69d8,65c0920b-1d8f-4457-a511-2eebef21e2be,"#N/A",false,"#N/A",258090a1-e827-4053-812e-983c41f693b8,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Closed,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8ca91cfd-ccdc-410d-86c2-e560cba9700b,2d743776-20fb-48f5-a02e-b415dcf9518e,"#N/A",false,"#N/A",b63f4ea6-a6b1-4ed3-a758-58c907fc631d,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8cb7c9ee-5b7b-4332-a52f-20b391cfc828,693c3e37-5bc6-44c4-a96e-afc43266fbca,"#N/A",false,"#N/A",7162492a-f96e-49cb-9b56-469877cb1c96,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Approved,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8cbf0643-df17-4ec8-9d50-da5652db5ac5,b1fce8b2-b372-4d6a-9f1b-81caf29c80cf,"#N/A",false,"#N/A",cd1d2aa5-cd00-4461-ac40-888ca76c9c33,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Rejected,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8cc87029-61bf-4dd3-beae-5bf61cbf6fb2,86e71c4b-70c8-4fdf-acc6-4ccf256d455b,"#N/A",false,"#N/A",8a36d859-e615-4e42-9c13-6a218fceeb97,I'm having trouble using the xyz widget....,false,"#N/A",High,Instructions not clear,Escalated,Trouble using the xyz widget,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8cdfbfdd-a259-40a3-9c50-1be4317b35bc,960ebb34-1da2-4126-a030-0c1ebff7384b,"#N/A",false,"#N/A",52c601c7-3490-4d83-810d-b38d7852664f,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Approved,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8d11d5ca-9cbe-474f-a357-4d8d35936aba,c90c34be-5a65-4a9d-8b21-867d838203cc,"#N/A",false,"#N/A",4f7f54b4-4543-433b-88e0-fc2b77b811b7,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,New,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d335069-0a75-4340-8adc-85603be3f680,1fec62f4-b882-49b5-b174-4c714659b1f4,"#N/A",false,"#N/A",66ce9196-a4d3-48e5-a203-d40d327dd093,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Approved,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d441d4b-d7c8-477a-b5f5-061941a22956,5d950c48-efeb-4038-81da-e6a20e591907,"#N/A",false,"#N/A",8dcdef8a-9cdc-4253-ac27-cd630d1a826f,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,New,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d70b6da-017d-435d-9a31-c4f19b1564cf,5b6d54a1-1d94-4460-80e1-20dd6dc1f530,"#N/A",false,"#N/A",0e964072-cb66-4369-820c-6ffb0b280dac,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Escalated,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8d7b8d15-2a55-4fc1-8dd0-7933a8287ac4,0b7d7759-4eb3-40bf-a14b-187b426dfde9,"#N/A",false,"#N/A",b577b7ad-c71f-42a6-af36-b0abde299a9b,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Rejected,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8db1acd9-639f-45cd-a4e4-96a9b36d48b2,1f153ecd-0fe3-4c6a-a7f7-661d4dfd10e3,"#N/A",false,"#N/A",a48d59e2-a4d4-465a-b74d-7ee504ba8f3c,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,Rejected,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8dd1e6f2-8297-4ca1-8387-fbc34fe5ff6e,57afd48c-78fe-43bc-9bd2-5369132cf8cb,"#N/A",false,"#N/A",e6af6130-4600-4982-a5df-340e33cd24be,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Closed,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8e3238d5-7bb0-4ac1-b474-32a5504a592d,b2176b9e-ff4e-4ea9-8458-01817a3296f9,"#N/A",false,"#N/A",353ed3b0-d349-4f42-96c4-3f87e55fb647,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Rejected,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8e3e0010-b6d5-477a-a2e7-98484ba3ff17,120341ec-0407-4a7e-8735-24750b718b17,"#N/A",false,"#N/A",445d0dc5-5400-44c8-ada5-8ab7623d6c7a,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,Approved,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8e509dde-4084-4ec0-80d5-bcbae5fadfdb,b19d0c1a-23f3-42d9-b4eb-d0d6890b7e59,"#N/A",false,"#N/A",9f4445e1-dba5-4dc8-9d30-9ff8be6d888a,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Approved,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8eb0464d-468c-4aac-802a-1483739a2b7d,b2176b9e-ff4e-4ea9-8458-01817a3296f9,"#N/A",false,"#N/A",343e7b47-1fd2-460e-8c8c-0655b2508825,Is it possible to make our widgets waterproof?,false,"#N/A",Low,New problem,On Hold,Widgets aren't waterproof,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f2c8145-965a-4117-8454-a4505835decb,caa1f3fd-7988-477c-bb02-6d2685408a42,"#N/A",false,"#N/A",5e4dd195-6dd6-47a8-baf4-82be80bfabfa,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,New,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f4fc0af-12f2-4e69-bafa-8746c3385287,9a3fd42c-49f5-4db4-948f-5048657614c0,"#N/A",false,"#N/A",437922e3-d79c-4db9-a830-c9f492d8bfd9,My company makes and app. Can we integrate it with your products?,false,"#N/A",Medium,Complex Functionallity,New,Third Party Integrations,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f5f24b0-d44f-44ac-a8b9-fd61f4cee4f1,7544474c-afe4-43af-a756-bdc7180137c1,"#N/A",false,"#N/A",17ea873b-da5d-4d9e-b514-02a06d7d7caa,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Pending Approval,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f602ffd-83e5-45ea-afcd-9f6351a2bd06,94be5959-c3d8-4953-aa63-b35a48dbf95b,"#N/A",false,"#N/A",3a559cad-ef55-4575-8795-cfbadf7347d5,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,"#N/A",Low,New problem,Closed,Waterproof Widgets don’t float,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f61537b-6917-4b9b-9006-13fc26bab86c,f945c1e9-5290-4820-bd22-ee3f81a61e95,"#N/A",false,"#N/A",bccbf5c1-1493-4101-afcf-09f898148bd4,When I upgraded to the newest version some of my integrations broke,false,"#N/A",High,New problem,Escalated,Newest update cause an error,"#N/A","#N/A","#N/A",Problem,"#N/A"
8f727964-270a-4692-b1db-3d5a5ec3a8b6,5b6d54a1-1d94-4460-80e1-20dd6dc1f530,"#N/A",false,"#N/A",039a462b-d219-4ccf-bc3b-15cac0dbb40d,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,On Hold,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f7573a2-a65c-4f20-a267-4535594d6b37,9b4229d1-5284-450e-878f-5ca218c600e4,"#N/A",false,"#N/A",aa0af95f-a661-4dfe-afd0-c1ed3c19cf5a,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,Escalated,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8f9cef61-f10b-4421-aa66-dc82976b3936,dd90385a-7ddb-4788-a342-7d37bfbcf194,"#N/A",false,"#N/A",7c320090-294f-4583-af76-38147fcb730c,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,"#N/A",Medium,Instructions not clear,New,How do we restrict access?,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8fb102b8-3f2f-442b-9ac4-e359ef87e427,35728350-49b2-42d7-a1b5-8ed5aeadd3a0,"#N/A",false,"#N/A",2a104758-243f-493b-9e1c-bc7b091a2be7,I was wondering if It is possible to o delete my profiles and start from scratch?,false,"#N/A",Medium,User didn't attend training,Pending Approval,Can I delete all my profiles?,"#N/A","#N/A","#N/A",Question,"#N/A"
8fd0ec82-a836-4927-bde0-eed85d37a796,e4257256-fb15-43e0-8a17-cc1c90bb9de4,"#N/A",false,"#N/A",2c7bc678-daa8-401c-b2db-c2f1d605acda,I have forgotten my login. Please send me new credentials.,false,"#N/A",Medium,Instructions not clear,Approved,Login credentials,"#N/A","#N/A","#N/A",Feature Request,"#N/A"
8fd3cec9-289c-40ef-8aa0-08e555cb0aa1,2d743776-20fb-48f5-a02e-b415dcf9518e,"#N/A",false,"#N/A",ca91311d-af24-4c88-8901-e437d02828da,User Needs Help,false,"#N/A",Medium,User didn't attend training,Escalated,Activity logged twice,"#N/A","#N/A","#N/A",Problem,"#N/A"
