"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
193ed24b-5ec4-44a3-8f2d-f95e229db088,11135c7f-cc58-4d45-bb45-45aa3244c4c7,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Quinu - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
19d692b4-169b-49f4-8c9c-f0b602032d4c,23afa169-0d08-49c5-be76-948fc89c89ac,75995.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Tavu - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1a745e40-539c-4447-b928-9f5f393e9f5d,b1ceef34-22c9-4fa9-8e27-907abed70b2d,11550.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Quire - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1b448ff7-78aa-478c-a34b-d7e1852f04ea,6c40eb60-e11d-4540-98e6-11f5230fcf0a,72395.0,2020-08-06,"#N/A","#N/A",Closed,"#N/A",Edgepulse - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1c0e9a75-6f88-4a80-94ec-3b5953937567,275db0a9-664e-4eb8-a497-7fced1d9fadb,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Jabberstorm - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1c7b8c08-c47a-4532-84ed-05b4d12de384,5f173d3f-a282-4402-8e37-306577c2418f,34995.0,2021-12-07,"#N/A","#N/A",Pipeline,"#N/A",Dazzlesphere - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1d438d2e-fe0f-4e28-b61c-0b44c3069622,94be5959-c3d8-4953-aa63-b35a48dbf95b,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Fanoodle - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1d6b7aea-8997-4d78-9661-abdf9e8bbac5,c90c34be-5a65-4a9d-8b21-867d838203cc,34995.0,2021-11-28,ce4046e9-703c-4f31-9534-1d28e88c5fba,"#N/A",Pipeline,"#N/A",Zazio - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1dc0fb00-5633-4ecb-98ae-fd9995d3313d,5b6d54a1-1d94-4460-80e1-20dd6dc1f530,34995.0,2022-04-05,"#N/A","#N/A",Pipeline,"#N/A",Rhynyx - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
1dc66db1-10a7-4fda-9848-a6e2a2552d35,fe271183-0f8c-4d54-a0be-46d539c0442c,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Yakidoo - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1ddcff18-d617-499a-86b9-9fb153dadcb4,a81e9197-f0f4-4ed5-90bf-11a2b5cfad59,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Viva - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1e43ada4-69ae-4fb8-94c2-8011c887565f,11f964fb-f4f9-44aa-94b8-fa04f41c1070,37575.0,2022-01-28,"#N/A","#N/A",Pipeline,"#N/A",Camimbo - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1e6fbd34-e346-4745-97f7-e4b83486b61e,38d42ecd-2873-4e1f-b006-346f47baf663,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Eazzy - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1eb666f1-b0fa-4c25-922d-b159851d4b61,00f5a40b-5b83-434b-b39e-2a8a5b0e38c7,34995.0,2022-03-07,"#N/A","#N/A",Pipeline,"#N/A",Skinte - Additional Sale,"#N/A","#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
1edea668-7bc4-4cf3-b9e1-6dd33d3af120,f3b72021-3233-4c36-b647-c189f0201547,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Jabbersphere - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1f8d7e8a-1e8c-4754-8d85-e2c1b9e1f24f,e069da78-1421-40d6-a5cf-27f36d0ef1dc,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Meevee - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1fd12ae6-6faa-4410-941b-0146dce1b37e,f006c775-6747-440a-bd6c-8363eb6ebcc4,34995.0,2021-12-14,"#N/A","#N/A",Pipeline,"#N/A",Uidoo - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2028e368-77e7-4552-8007-28a67308f7b8,6d0088c2-2543-49ca-af6c-9bda0ecab8a7,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Zoomcast - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2029342f-8ef6-4df9-baae-111636512064,9d4ba725-0022-4940-9a2a-0df6a4e1fb36,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Topiclounge - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2065f4af-d6d7-481c-9a52-a18d8010a47f,27618cd5-0dff-4f0e-ae82-f230d61d279f,72395.0,2020-08-06,"#N/A","#N/A",Closed,"#N/A",Twitterwire - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2176ea2f-9009-4706-a757-4f0954695931,aafe5402-b135-4ca9-a1cd-7d2fc68f56ca,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Thoughtmix - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
222495fd-63b3-4224-aa33-9f8d8bc19339,00f5a40b-5b83-434b-b39e-2a8a5b0e38c7,34995.0,2021-12-07,"#N/A","#N/A",Pipeline,"#N/A",Skinte - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
223c5018-f8cf-45df-9cbb-b3e1f7b9200f,78cad409-5244-42a3-becb-107281d70571,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
224525f5-8c6f-4177-964f-69c852cb87a1,35728350-49b2-42d7-a1b5-8ed5aeadd3a0,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Zoombox - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
230d1097-8d53-4b9e-8ae7-1bb6ed2c8237,30deb8f5-d3bb-492e-9ea1-590491dcf26a,18350.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Brightdog - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
23ce06f7-8c67-4560-ba0f-b35b75d292c3,960ebb34-1da2-4126-a030-0c1ebff7384b,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Ooba - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
24e4d9ea-9045-41f1-9667-b9fe1928c6d4,7eec69d5-c57b-41a2-888b-9d1a16aebb06,72395.0,2020-02-02,"#N/A","#N/A",Closed,"#N/A",Eidelr-Ashpool - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
24ec3830-c46f-4b93-a1eb-46768661cbb3,81e4055e-519e-4147-a226-564efccfe2de,73995.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Lazzy - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
2512de1f-9fc4-424c-b92b-b586a338baf6,3abb8f98-ebce-48e0-80f5-d1830442dbc7,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Babbleopia - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2545cb47-edd0-4062-ae6f-12e950c55c6e,11b17aa3-33f2-438c-805f-7698cc2e754a,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Edgeclub - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2557788b-b9e8-4a38-a1b9-57d99635fe29,700139d5-522a-4be5-98d1-467b9aa1ac77,32395.00000002,2021-10-19,"#N/A","#N/A",Closed,"#N/A",Voolith - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
25692ace-7216-4e07-b8a7-554800e5e34b,1b8b70db-9ea3-48a1-b0c5-5ad77f491768,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Blognation - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
257e3b57-9fc3-4023-a017-2a1a2e74463d,3abb8f98-ebce-48e0-80f5-d1830442dbc7,11250.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Babbleopia - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
26854601-67e9-4628-b5d4-f180fe99bd3a,5ff58f44-06ae-46a4-ab21-8a33cd7ff265,29995.0,2021-09-21,ca91311d-af24-4c88-8901-e437d02828da,"#N/A",Closed,"#N/A",Centimia - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
26e7dadc-d57e-437f-8bd0-198c122692d9,0a5b812a-d57a-45ad-abaa-4465b1a265eb,71595.0,2022-02-03,"#N/A","#N/A",Pipeline,"#N/A",Fliptune - SOW 2,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
27b3960c-9d3e-4c75-a473-56d6ca7ef29b,0a5b812a-d57a-45ad-abaa-4465b1a265eb,69095.0,2022-02-03,"#N/A","#N/A",Pipeline,"#N/A",Fliptune - SOW 3,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
280a0d19-69b6-426f-a9a2-f50d50730b84,6280acc1-a003-47ec-96c9-e776e330c88a,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Oloo - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
289a88d0-233b-472c-8c3a-cea0e065814d,9b4229d1-5284-450e-878f-5ca218c600e4,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",DabZ - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
28c14cb1-c6d2-49bc-b523-69c91e508d36,57afd48c-78fe-43bc-9bd2-5369132cf8cb,34995.0,2021-10-17,"#N/A","#N/A",Pipeline,"#N/A",Buzzshare - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
28e5b5e5-586a-49ad-bcd6-f6e934dbea2c,94be5959-c3d8-4953-aa63-b35a48dbf95b,72395.0,2021-09-20,"#N/A","#N/A",Pipeline,"#N/A",Fanoodle - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
2901396e-7626-402f-9d73-8749b88b1399,65b06c3b-022a-453c-98da-c989971b4ebf,11550.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Oyoba - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
29c738c8-9876-467a-a846-a75ad02a8b2b,8a658184-15cb-4edd-b20f-49f21cb8267a,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Meeveo - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
2a97279d-d8a3-4230-b80b-a1ca37b87b43,61d91b5b-68cc-4a16-9d73-6036cb467cfe,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Babblestorm - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2b20673a-d3a3-416a-aab3-841abc20d950,0380d4fc-18b1-4c0f-9ab0-48b2db9470d8,72395.0,2022-02-18,"#N/A","#N/A",Pipeline,"#N/A",Skyvu - SOW 3,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
2c7be474-ef38-43c4-b877-e92b5d39753b,86e71c4b-70c8-4fdf-acc6-4ccf256d455b,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Pixoboo - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2c7cb5af-aac8-4154-9fec-6263603c563a,26214f44-f0ee-419d-8b57-072b0bef6dd7,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Wordtune - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2cb23e2d-18e4-4101-9771-032afe48ce11,ed7f386b-6f17-49a1-8376-02084bafcb25,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Agimba - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2cb304de-75af-443a-867f-c37d3b48f764,6c40eb60-e11d-4540-98e6-11f5230fcf0a,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Edgepulse - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2d01c012-2b67-4e8a-936d-01f48fa029d6,a5f7a621-6025-4a71-99cf-2fe1f1f1e47a,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Voonix - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2daa4df1-a655-4ec3-8091-e9cab12915a2,aa2d6342-d459-4c8f-8dcd-2a3caf4d9b0e,75000.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Gigaclub - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2dcc5fa7-37cf-435f-a44e-644fbd211877,bd2199cd-d784-421f-b23d-2fc775874722,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Kayveo - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2e4fb9fc-82e9-4c73-9ff3-783b7838e776,00f5a40b-5b83-434b-b39e-2a8a5b0e38c7,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Skinte - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
2eb9a4e8-43df-438c-bd1a-7ef5748d3ad4,2d743776-20fb-48f5-a02e-b415dcf9518e,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Aibox - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
2efc645a-efdb-4cfa-ab6a-2fa3909098a9,0b7d7759-4eb3-40bf-a14b-187b426dfde9,18350.0,2022-01-03,"#N/A","#N/A",Pipeline,"#N/A",Feedbug - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
2efffa6e-84fd-41e6-9bac-1831cec462e1,472f415d-678d-4f6c-ad95-3ba0b32c84b1,34995.0,2022-02-02,"#N/A","#N/A",Pipeline,"#N/A",Eadel - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
2f36d857-4404-4d5e-88aa-7eaaa4986d1f,120341ec-0407-4a7e-8735-24750b718b17,34995.0,2021-12-07,"#N/A","#N/A",Pipeline,"#N/A",Jaxworks - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
2f66f92f-bfc8-4411-9333-d209c3543afb,78cad409-5244-42a3-becb-107281d70571,29995.0,2021-07-24,"#N/A","#N/A",Closed,"#N/A",Vitz - Additional Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2f75790c-a608-43ca-b187-7206be6e64a5,d549e4ad-fc79-4b02-b115-9a3d64ee3b6d,18050.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Vipe - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
300f963b-e3c1-4608-a250-3c03cd912e71,b57e6cfb-9033-433b-8984-1fcd165516ac,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Meembee - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3040bcbd-ec46-4ff5-bf42-2cc9a39de71b,9d4ba725-0022-4940-9a2a-0df6a4e1fb36,32395.00000002,2022-02-01,"#N/A","#N/A",Closed,"#N/A",Topiclounge - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
305a7dd2-a873-4036-8b06-844c3f959a5d,81e4055e-519e-4147-a226-564efccfe2de,11550.0,2022-02-17,"#N/A","#N/A",Pipeline,"#N/A",Lazzy - Cross-sell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
30ee1647-a7bb-447c-b0f5-b4954d3385e2,e4257256-fb15-43e0-8a17-cc1c90bb9de4,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Browsedrive - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
31f0d94f-12ce-4365-a24b-05c62eb0b99a,54db439c-e844-45a3-83bb-be54740ea9e1,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Browseblabc-Morales Corp. - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
334b2b2c-1153-47d0-8fbf-2b4358196b0e,4af7ec61-fbf5-405b-8aaa-c28c0aa5342e,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Kamba - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
33709ebc-ebe5-470d-8f81-4dd8109b5e5b,acb65e12-e09c-4193-b3be-041faa98d4e7,100082.0,2022-04-09,"#N/A","#N/A",Pipeline,"#N/A",Realfire - Upsell,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
33b23aaa-5a63-4fce-86a7-83c34c1c3838,fa0b2631-1112-4519-b2f6-d4f66cd01d48,43497.0,2022-02-03,"#N/A","#N/A",Pipeline,"#N/A",Yamia - SOW 2,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
34098fd7-1e6f-4c7b-8705-bd8063df6a7f,56b75f34-41d2-443a-a868-80c78bb7d4ee,72395.0,2021-07-21,"#N/A","#N/A",Omitted,"#N/A",Topdrive - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
356ec142-a9ea-47e9-a21e-73de2fd6e062,11dcd51c-0534-48e0-a1e2-7635840bc51a,32395.00000002,2021-12-04,"#N/A","#N/A",Closed,"#N/A",Voolia - Secondary Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
35a3b8b9-026b-4e74-b2f0-e00583cc73e9,caa1f3fd-7988-477c-bb02-6d2685408a42,72395.0,2022-02-09,"#N/A","#N/A",Pipeline,"#N/A",Trunyx - Initial Sale,"#N/A",9a52f4fc-1926-4f6a-8a05-a69f632657b5,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
